Date,Open,Close,High,Low,Volume
2019-01-02,20.406667709350586,20.674667358398438,21.0086669921875,19.920000076293945,174879000
2019-01-03,20.46666717529297,20.02400016784668,20.626667022705078,19.825332641601562,104478000
2019-01-04,20.399999618530273,21.179332733154297,21.200000762939453,20.18199920654297,110911500
2019-01-07,21.447999954223633,22.33066749572754,22.44933319091797,21.183332443237305,113268000
2019-01-08,22.797332763671875,22.356666564941406,22.93400001525879,21.801332473754883,105127500
2019-01-09,22.366666793823242,22.568666458129883,22.899999618530273,22.097999572753906,81493500
2019-01-10,22.293333053588867,22.99799919128418,23.025999069213867,22.119333267211914,90846000
2019-01-11,22.805999755859375,23.150667190551758,23.227333068847656,22.584667205810547,75586500
2019-01-14,22.825332641601562,22.293333053588867,22.833332061767578,22.266666412353516,78709500
2019-01-15,22.333332061767578,22.961999893188477,23.253332138061523,22.299999237060547,90849000
2019-01-16,22.985332489013672,23.06999969482422,23.46666717529297,22.899999618530273,70375500
2019-01-17,23.08066749572754,23.15399932861328,23.433332443237305,22.94333267211914,55150500
2019-01-18,21.53333282470703,20.150667190551758,21.808666229248047,19.98200035095215,362262000
2019-01-22,20.321332931518555,19.92799949645996,20.53333282470703,19.700000762939453,181000500
2019-01-23,19.5,19.172666549682617,19.633333206176758,18.779333114624023,187950000
2019-01-24,18.868667602539062,19.43400001525879,19.57866668701172,18.618667602539062,120183000
2019-01-25,19.625999450683594,19.80266761779785,19.90133285522461,19.303333282470703,108744000
2019-01-28,19.527332305908203,19.7586669921875,19.83066749572754,19.183332443237305,96349500
2019-01-29,19.684667587280273,19.83066749572754,19.90399932861328,19.453332901000977,69325500
2019-01-30,20.030000686645508,20.584667205810547,20.600000381469727,19.89933204650879,168754500
2019-01-31,20.066667556762695,20.468000411987305,20.770666122436523,19.600000381469727,188538000
2019-02-01,20.3613338470459,20.81399917602539,21.073333740234375,20.233333587646484,109251000
2019-02-04,20.865333557128906,20.859333038330078,21.020000457763672,20.125333786010742,110281500
2019-02-05,20.832666397094727,21.42333221435547,21.496000289916992,20.816667556762695,101142000
2019-02-06,21.305999755859375,21.148000717163086,21.615999221801758,21.041332244873047,75577500
2019-02-07,20.886667251586914,20.500667572021484,20.979999542236328,20.200000762939453,97809000
2019-02-08,20.455333709716797,20.386667251586914,20.496667861938477,19.899999618530273,87663000
2019-02-11,20.773332595825195,20.856000900268555,21.239999771118164,20.700000762939453,106945500
2019-02-12,21.079999923706055,20.78733253479004,21.21266746520996,20.641332626342773,82764000
2019-02-13,20.823333740234375,20.544666290283203,20.850000381469727,20.3713321685791,77124000
2019-02-14,20.225332260131836,20.251333236694336,20.451332092285156,20.066667556762695,78012000
2019-02-15,20.299999237060547,20.525333404541016,20.53333282470703,20.260000228881836,58573500
2019-02-19,20.437332153320312,20.375999450683594,20.769332885742188,20.364667892456055,62526000
2019-02-20,20.29400062561035,20.17066764831543,20.420000076293945,19.933332443237305,107131500
2019-02-21,20.12066650390625,19.415332794189453,20.215999603271484,19.366666793823242,133638000
2019-02-22,19.632667541503906,19.6473331451416,19.766666412353516,19.47333335876465,86109000
2019-02-25,19.860666275024414,19.917999267578125,20.19333267211914,19.799999237060547,99397500
2019-02-26,19.481332778930664,19.857332229614258,20.134000778198242,19.251333236694336,128737500
2019-02-27,20.118667602539062,20.982667922973633,21.086666107177734,20.036666870117188,167758500
2019-02-28,21.261333465576172,21.325332641601562,21.333332061767578,20.720666885375977,157810500
2019-03-01,20.46266746520996,19.652666091918945,20.475332260131836,19.459999084472656,343671000
2019-03-04,19.874666213989258,19.02400016784668,19.933332443237305,18.851999282836914,256452000
2019-03-05,18.799999237060547,18.43600082397461,18.933332443237305,18.00666618347168,281470500
2019-03-06,18.43199920654297,18.416000366210938,18.767332077026367,18.292667388916016,155032500
2019-03-07,18.589332580566406,18.439332962036133,18.979999542236328,18.28333282470703,141637500
2019-03-08,18.46066665649414,18.94266700744629,19.03933334350586,18.392667770385742,132294000
2019-03-11,18.90133285522461,19.39466667175293,19.41866683959961,18.700000762939453,110884500
2019-03-12,19.099332809448242,18.890666961669922,19.204666137695312,18.737333297729492,112561500
2019-03-13,18.926666259765625,19.263999938964844,19.465999603271484,18.84666633605957,102670500
2019-03-14,19.496667861938477,19.33066749572754,19.69266700744629,19.21933364868164,106551000
2019-03-15,18.900667190551758,18.36199951171875,18.9146671295166,18.293333053588867,221782500
2019-03-18,18.399999618530273,17.965999603271484,18.536666870117188,17.81999969482422,154215000
2019-03-19,17.833332061767578,17.83133316040039,18.219999313354492,17.56399917602539,177009000
2019-03-20,17.979333877563477,18.239999771118164,18.33133316040039,17.753332138061523,103623000
2019-03-21,18.17333221435547,18.26799964904785,18.43000030517578,17.89666748046875,89206500
2019-03-22,18.172000885009766,17.635332107543945,18.18666648864746,17.600000381469727,131184000
2019-03-25,17.31399917602539,17.3613338470459,17.545333862304688,16.964000701904297,153225000
